customer_id,name,email,purchase_amount
51,Ashley Wallace,ashley.wallace@yahoo.com,553.03
52,Jennifer Moore,jennifer.moore@yahoo.com,629.04
53,Shelly Chavez,shelly.chavez@yahoo.com,601.84
54,Troy Munoz,troy.munoz@yahoo.com,579.92
55,Troy Munoz,james.bryant@gmail.com,562.95
56,Amy Bell,amy.bell@gmail.com,969.26
57,Barbara Thomas,barbara.thomas@hotmail.com,997.64
58,Alison Jackson,alison.jackson@yahoo.com,804.66
59,Melanie Hill,melanie.hill@hotmail.com,545.11
60,Heather Silva,heather.silva@yahoo.com,776.81
61,Misty Collins,misty.collins@yahoo.com,79.49
62,James Wilkins,james.wilkins@yahoo.com,108.68
63,Cody Ward,cody.ward@yahoo.com,518.43
64,Casey Hawkins,casey.hawkins@gmail.com,530.78
65,Ann Beard,ann.beard@gmail.com,793.24
66,Pamela Vargas,pamela.vargas@yahoo.com,849.36
67,Joshua White,joshua.white@yahoo.com,946.98
68,Brian Davis,brian.davis@gmail.com,782.93
69,Roger Ball,roger.ball@yahoo.com,299.46
70,John Martinez,john.martinez@gmail.com,22.50
71,Joshua Allen,joshua.allen@gmail.com,421.15
72,Mark Bell,mark.bell@gmail.com,175.72
73,Lisa Chan,lisa.chan@gmail.com,314.17
74,Darryl Richardson,darryl.richardson@yahoo.com,287.34
75,Christopher Ferguson,christopher.ferguson@yahoo.com,462.31
76,Edward Brandt,edward.brandt@hotmail.com,778.58
77,Andrew Cox,andrew.cox@hotmail.com,985.16
78,Renee Jacobs,renee.jacobs@yahoo.com,833.92
79,Vanessa Waller,vanessa.waller@yahoo.com,982.28
80,Fernando Abbott,fernando.abbott@gmail.com,439.33
81,Tracy Campos,tracy.campos@yahoo.com,126.00
82,Charles Miller,charles.miller@hotmail.com,613.31
83,Michael Herrera,michael.herrera@hotmail.com,611.53
84,Vickie Thomas,vickie.thomas@hotmail.com,836.34
85,John Benson,john.benson@yahoo.com,707.61
86,Lori Hernandez,lori.hernandez@gmail.com,582.85
87,Samantha Pittman,samantha.pittman@gmail.com,257.67
88,Gary Hendrix,samantha.pittman@gmail.com,371.15
89,Christine White,christine.white@gmail.com,105.04
90,William Black,william.black@yahoo.com,542.60
91,Michael Wilson,william.black@yahoo.com,903.11
92,Jonathan Jones,jonathan.jones@gmail.com,219.95
93,Stacy Faulkner,stacy.faulkner@hotmail.com,891.79
94,Rebecca Wilson,rebecca.wilson@gmail.com,680.30
95,Zachary Hickman,zachary.hickman@gmail.com,865.99
96,Tina Romero,tina.romero@gmail.com,364.88
97,Jeffrey Hogan,jeffrey.hogan@yahoo.com,507.90
98,Alexandria Beard,alexandria.beard@yahoo.com,577.02
99,Brian Taylor,brian.taylor@gmail.com,276.45
100,Brian Taylor,patricia.johnson@gmail.com,397.93
101,Michael Riggs,michael.riggs@hotmail.com,397.93
102,Nicholas May,nicholas.may@gmail.com,784.83
103,David Durham,david.durham@yahoo.com,752.71
104,Jacob Johnson,jacob.johnson@gmail.com,691.24
105,Terri Wilson,terri.wilson@hotmail.com,270.00
106,Christopher Fernandez,christopher.fernandez@yahoo.com,80.92
107,Jennifer Parker,jennifer.parker@gmail.com,83.77
108,Jacob Gonzalez,jacob.gonzalez@gmail.com,459.31
109,Jacob Tate,jacob.gonzalez@gmail.com,799.37
110,Cheryl Hale,INSUFFICIENT_DATA,13.28
111,Cheryl Hale,alexis.reeves@hotmail.com,892.02
112,Dr. Natasha Bonilla,dr..natasha@hotmail.com,403.73
113,Mark Hayes,mark.hayes@yahoo.com,718.47
114,Nathan Wilson,nathan.wilson@yahoo.com,748.68
115,Cynthia Gonzalez,cynthia.gonzalez@yahoo.com,585.65
116,Breanna Marshall,breanna.marshall@gmail.com,617.55
117,Tiffany Glover,tiffany.glover@gmail.com,321.94
118,Tiffany Glover,angela.mcclain@yahoo.com,876.04
119,Jennifer Shea,jennifer.shea@gmail.com,365.04
120,Brittany Daniels,brittany.daniels@hotmail.com,937.58
121,Jesse Williams,jesse.williams@yahoo.com,187.47
122,Lisa Ferguson,lisa.ferguson@hotmail.com,509.10
123,Jason Peterson,jason.peterson@hotmail.com,490.61
124,Mrs. Laurie Vaughn,mrs..laurie@yahoo.com,244.47
125,Jesse Webb,jesse.webb@yahoo.com,650.17
126,Bobby Davidson,bobby.davidson@gmail.com,66.65
127,Nancy Harris,nancy.harris@hotmail.com,923.74
128,Michael Carlson,michael.carlson@hotmail.com,671.65
129,Robert Carr,robert.carr@yahoo.com,588.32
130,Michelle Ross,michelle.ross@hotmail.com,149.04
131,Amanda Hernandez,amanda.hernandez@hotmail.com,366.80
132,Kelly Davis,kelly.davis@yahoo.com,842.44
133,Andrew Smith,andrew.smith@hotmail.com,131.35
134,Megan Solomon,megan.solomon@yahoo.com,314.46
135,Priscilla Krause,priscilla.krause@gmail.com,819.33
136,Scott Jones,scott.jones@gmail.com,306.68
137,Stephen Moore,stephen.moore@yahoo.com,641.90
138,Cindy Hawkins,cindy.hawkins@yahoo.com,280.91
139,Zachary Malone,zachary.malone@yahoo.com,506.21
140,Taylor Morris,taylor.morris@hotmail.com,921.97
141,Tiffany Burton,tiffany.burton@gmail.com,778.89
142,Heather Woods,INSUFFICIENT_DATA,694.78
143,Lauren Hammond,lauren.hammond@gmail.com,192.87
144,Danielle Duran,danielle.duran@gmail.com,369.62
145,James Scott,james.scott@gmail.com,771.88
146,Caleb Vasquez,caleb.vasquez@gmail.com,562.07
147,Natasha Velasquez DDS,natasha.velasquez@yahoo.com,906.03
148,Jared Hansen,jared.hansen@yahoo.com,634.81
149,Erin Wilson,erin.wilson@gmail.com,80.50
150,Wanda Odom,wanda.odom@hotmail.com,295.44
151,Kristin Medina,kristin.medina@gmail.com,49.92
152,Peter Stanley,INSUFFICIENT_DATA,19.50
153,Michael Robertson,michael.robertson@yahoo.com,19.50
154,Maria Mcgee,maria.mcgee@yahoo.com,618.77
155,Kylie Tran,kylie.tran@hotmail.com,639.06
156,Amanda Wyatt,amanda.wyatt@gmail.com,925.31
157,Nancy Murphy,nancy.murphy@yahoo.com,297.19
158,Antonio Harrison,antonio.harrison@yahoo.com,142.87
159,Michelle Wolfe,michelle.wolfe@hotmail.com,157.26
160,Lori Martinez,lori.martinez@hotmail.com,828.48
161,Jeffrey Romero,jeffrey.romero@hotmail.com,165.11
162,Pam Johnson,pam.johnson@yahoo.com,772.94
163,Jennifer White,pam.johnson@yahoo.com,403.83
164,Kelly Lee,kelly.lee@gmail.com,580.39
165,Christine Leonard,christine.leonard@gmail.com,340.68
166,Colton Gross,colton.gross@hotmail.com,459.44
167,Patricia Hawkins,patricia.hawkins@yahoo.com,648.08
168,Catherine Bailey,catherine.bailey@yahoo.com,417.74
169,Casey Fisher,catherine.bailey@yahoo.com,308.27
170,Derek Walker,derek.walker@hotmail.com,814.98
171,Barry West,barry.west@hotmail.com,302.73
172,Timothy Ramos,timothy.ramos@yahoo.com,335.15
173,Patricia Robles,patricia.robles@gmail.com,33.71
174,David May,INSUFFICIENT_DATA,433.43
175,Joseph Baker,INSUFFICIENT_DATA,871.23
176,Samantha Parker,samantha.parker@yahoo.com,131.98
177,Nicole Solis,samantha.parker@yahoo.com,689.58
178,Michael Dickerson,michael.dickerson@yahoo.com,912.08
179,Erica Martin,erica.martin@yahoo.com,573.78
180,Anthony Robinson,anthony.robinson@hotmail.com,329.40
181,Samuel Williams,anthony.robinson@hotmail.com,32.72
182,Robert Cox,INSUFFICIENT_DATA,866.56
183,Christopher Luna,christopher.luna@hotmail.com,727.38
184,Robert Meza,robert.meza@hotmail.com,891.70
185,Brenda Keith,brenda.keith@hotmail.com,511.62
186,Melissa Boyd,melissa.boyd@yahoo.com,805.39
187,Jessica Frazier,jessica.frazier@hotmail.com,979.82
188,Timothy Adams,timothy.adams@hotmail.com,618.90
189,William Murphy,william.murphy@yahoo.com,370.20
190,Belinda Hendrix,belinda.hendrix@hotmail.com,805.87
191,Abigail Mejia,abigail.mejia@yahoo.com,418.78
192,Amber Kelly,amber.kelly@yahoo.com,715.53
193,Lisa Mills,lisa.mills@hotmail.com,798.68
194,Adam Wright Jr.,adam.wright@hotmail.com,759.67
195,William Hutchinson,william.hutchinson@hotmail.com,889.86
196,Michael Wilson,michael.wilson@hotmail.com,221.48
197,Lori Blair,lori.blair@hotmail.com,335.82
198,Dawn Montoya,dawn.montoya@hotmail.com,775.79
199,Michael White,michael.white@gmail.com,485.30
200,Debra Pearson,debra.pearson@gmail.com,62.17
201,George Harvey,george.harvey@gmail.com,896.62
202,Ashley Kaiser,ashley.kaiser@yahoo.com,565.27
203,Beth Ramirez,beth.ramirez@hotmail.com,663.45
204,Jeffery Farmer,jeffery.farmer@yahoo.com,153.86
205,Billy Williams,billy.williams@hotmail.com,122.05
206,Nancy Padilla,nancy.padilla@hotmail.com,130.25
207,Heather Long,heather.long@gmail.com,509.75
208,Dana Hamilton,dana.hamilton@gmail.com,304.44
209,Nicole Hall,nicole.hall@hotmail.com,498.67
210,Sarah Robles,sarah.robles@hotmail.com,18.49
211,Melissa Smith,melissa.smith@gmail.com,831.64
212,Derek West,derek.west@hotmail.com,754.00
213,Adrian Ryan,adrian.ryan@yahoo.com,35.58
214,Megan Elliott,adrian.ryan@yahoo.com,568.86
215,Raymond Nguyen,raymond.nguyen@yahoo.com,739.11
216,Justin Hughes,justin.hughes@yahoo.com,549.39
217,Kyle Baker,kyle.baker@hotmail.com,916.34
218,Kimberly Strickland,kimberly.strickland@yahoo.com,464.62
219,Kevin Graham,kevin.graham@yahoo.com,528.27
220,Melody Bonilla,melody.bonilla@yahoo.com,714.57
221,Jennifer Smith,jennifer.smith@gmail.com,262.40
222,Patty Walker,jennifer.smith@gmail.com,204.63
223,Maria Henderson,maria.henderson@yahoo.com,572.97
224,Melanie Mays,melanie.mays@hotmail.com,387.95
225,Clifford Flowers,clifford.flowers@yahoo.com,805.68
226,Billy Butler,billy.butler@hotmail.com,165.88
227,Ryan Salazar,ryan.salazar@yahoo.com,852.92
228,Bryan Mays DDS,ryan.salazar@yahoo.com,141.67
229,Christopher Malone,christopher.malone@gmail.com,653.43
230,Aaron Johnson,aaron.johnson@hotmail.com,781.39
231,John Browning,john.browning@hotmail.com,618.48
232,Daryl Hampton,daryl.hampton@gmail.com,635.42
233,Shelley Carr,shelley.carr@yahoo.com,159.54
234,John Wilkerson,shelley.carr@yahoo.com,784.56
235,Jonathan Moore,jonathan.moore@yahoo.com,623.32
236,John Craig,john.craig@hotmail.com,59.39
237,Darius Williams,darius.williams@yahoo.com,212.91
238,Kelsey Robinson Ph D,kelsey.robinson@hotmail.com,873.40
239,James Foster,kelsey.robinson@hotmail.com,119.91
240,Madison Gregory,madison.gregory@hotmail.com,591.79
241,James Hurley,james.hurley@hotmail.com,10.37
242,Jacob Flores,jacob.flores@hotmail.com,855.26
243,Ruben Farrell DDS,ruben.farrell@gmail.com,422.97
244,Susan Daniels,susan.daniels@hotmail.com,395.56
245,Lisa Armstrong,lisa.armstrong@gmail.com,73.72
246,Tiffany Thomas,lisa.armstrong@gmail.com,66.62
247,Shane Norton,shane.norton@yahoo.com,819.50
248,Jaime Brown,jaime.brown@hotmail.com,724.00
249,Brandy Clark,INSUFFICIENT_DATA,256.85
250,Wanda Greer,INSUFFICIENT_DATA,356.81
251,Mary Thompson,mary.thompson@yahoo.com,356.81
252,Stephanie Anderson,stephanie.anderson@gmail.com,674.94
253,Karla Briggs,karla.briggs@hotmail.com,895.81
254,Edward Little,edward.little@hotmail.com,833.15
255,Dr. Paul Lopez,dr..paul@gmail.com,128.18
256,Scott Martin,scott.martin@gmail.com,995.07
257,Melissa Clark,melissa.clark@gmail.com,181.85
258,Amber Williams,amber.williams@yahoo.com,832.29
259,Cheryl Jennings,cheryl.jennings@gmail.com,123.52
260,Wanda Chen,wanda.chen@yahoo.com,876.41
261,Nicole Sullivan,nicole.sullivan@gmail.com,47.24
262,Dennis Parks,dennis.parks@yahoo.com,524.95
263,Jill Woods,jill.woods@gmail.com,994.81
264,Alex Miller,alex.miller@hotmail.com,392.75
265,Andrea Mccarty,andrea.mccarty@hotmail.com,503.21
266,Richard Nguyen,richard.nguyen@hotmail.com,501.50
267,Laurie Gonzalez,laurie.gonzalez@gmail.com,885.47
268,Luis Young,laurie.gonzalez@gmail.com,405.39
269,Laurie Rodriguez,laurie.rodriguez@gmail.com,570.45
270,Mary Yoder,mary.yoder@hotmail.com,840.59
271,Lance Lloyd,lance.lloyd@yahoo.com,135.12
272,Nancy Berry,nancy.berry@gmail.com,226.49
273,Robert Smith,robert.smith@gmail.com,314.54
274,Christy Mitchell,christy.mitchell@yahoo.com,549.12
275,Troy Powers,troy.powers@hotmail.com,877.07
276,Andrea Fry,andrea.fry@yahoo.com,644.18
277,Nicole Cantrell,nicole.cantrell@hotmail.com,699.27
278,Michele Molina,michele.molina@yahoo.com,25.26
279,Jenna Murray,jenna.murray@hotmail.com,337.44
280,Matthew Hall,matthew.hall@hotmail.com,720.53
281,Charles Patrick,charles.patrick@hotmail.com,689.08
282,Connie Lynch,connie.lynch@gmail.com,518.85
283,Cindy Soto,cindy.soto@hotmail.com,378.89
284,William Hardy,william.hardy@gmail.com,490.17
285,Keith Stewart,keith.stewart@hotmail.com,982.36
286,Linda Keith,linda.keith@gmail.com,634.33
287,Erin Rowland,erin.rowland@yahoo.com,613.54
288,Robert Ochoa,robert.ochoa@gmail.com,837.80
289,William Davis,william.davis@yahoo.com,127.69
290,Brenda Quinn,william.davis@yahoo.com,977.94
291,Amy West,amy.west@yahoo.com,611.35
292,Leslie Anderson,amy.west@yahoo.com,424.53
293,Ashley Winters,ashley.winters@gmail.com,782.42
294,Ashley Winters,james.white@gmail.com,805.07
295,James Hurst,james.hurst@hotmail.com,365.93
296,Elizabeth Cain,elizabeth.cain@yahoo.com,117.30
297,Roy Torres,roy.torres@gmail.com,569.50
298,Anthony Moore,anthony.moore@hotmail.com,481.42
299,Ryan Gonzales,ryan.gonzales@gmail.com,682.40
300,Francisco Farley,francisco.farley@hotmail.com,638.67
301,Ryan Mcbride,ryan.mcbride@yahoo.com,496.18
302,Cody Mcguire,cody.mcguire@yahoo.com,441.53
303,Jon Miller,cody.mcguire@yahoo.com,709.87
304,Troy Robinson,troy.robinson@yahoo.com,295.84
305,Alexis Robertson,alexis.robertson@gmail.com,823.67
306,Stephen Ramsey,stephen.ramsey@yahoo.com,618.44
307,crystalpayne,crystal.payne@gmail.com,833.31
308,Virginia Green,virginia.green@gmail.com,575.92
309,Andre Tapia,andre.tapia@yahoo.com,675.36
310,Tammy Sanders,tammy.sanders@gmail.com,820.29
311,Jennifer Rodriguez,tammy.sanders@gmail.com,552.82
312,Jody Alexander,jody.alexander@gmail.com,219.85
313,Robert Price,robert.price@hotmail.com,997.33
314,James Rangel,james.rangel@gmail.com,284.05
315,Michelle Schneider,michelle.schneider@yahoo.com,963.03
316,Sarah Hull,sarah.hull@hotmail.com,787.60
317,Riley Alvarez,riley.alvarez@gmail.com,542.24
318,Jeffrey Gonzalez,jeffrey.gonzalez@yahoo.com,137.22
319,Matthew Baker,matthew.baker@yahoo.com,16.22
320,Sabrina Torres,sabrina.torres@hotmail.com,965.60
321,Alexandra Booth,alexandra.booth@hotmail.com,604.93
322,Emma Phillips,emma.phillips@gmail.com,226.17
323,Roy Graham,roy.graham@hotmail.com,965.91
324,Megan Lowe,megan.lowe@yahoo.com,957.00
325,Mr. Benjamin Ruiz IV,mr..benjamin@hotmail.com,414.73
326,Briana Smith,briana.smith@hotmail.com,538.78
327,Benjamin Hawkins,benjamin.hawkins@yahoo.com,941.85
328,Jamie Griffin,jamie.griffin@hotmail.com,212.14
329,Richard Bennett DVM,richard.bennett@hotmail.com,212.14
330,Laura Walsh,laura.walsh@yahoo.com,919.76
331,Joel Murray,joel.murray@hotmail.com,897.28
332,Mr. Michael Harris,mr..michael@gmail.com,873.48
333,April Russell,april.russell@yahoo.com,586.96
334,Kimberly Webb,april.russell@yahoo.com,100.24
335,Brian Johnson,brian.johnson@hotmail.com,724.74
336,Kimberly Hensley,kimberly.hensley@hotmail.com,981.04
337,Nicole Waters,nicole.waters@hotmail.com,580.33
338,Shane Hudson,shane.hudson@gmail.com,244.73
339,Christopher Espinoza,christopher.espinoza@yahoo.com,572.32
340,Brent Bennett,brent.bennett@gmail.com,182.38
341,Derrick Mejia,derrick.mejia@yahoo.com,924.50
342,Christopher Carroll,christopher.carroll@yahoo.com,906.64
343,Andrea Shah DVM,andrea.shah@hotmail.com,800.53
344,brendareeves,brenda.reeves@yahoo.com,950.63
345,Michelle Kelley,michelle.kelley@yahoo.com,821.34
346,Elizabeth Simpson,elizabeth.simpson@gmail.com,311.29
347,Elizabeth Simpson,monica.leach@yahoo.com,166.39
348,Philip Moore,philip.moore@hotmail.com,569.52
349,Robert Richards,robert.richards@gmail.com,326.89
350,Joseph Brown,joseph.brown@hotmail.com,758.73
351,Brittany Vasquez,brittany.vasquez@gmail.com,758.73
352,Darrell Hudson,darrell.hudson@yahoo.com,12.83
353,Mr. Billy Duncan MD,mr..billy@hotmail.com,956.64
354,Brittany Harper,brittany.harper@hotmail.com,779.35
355,Joseph Brown,joseph.brown@gmail.com,779.35
356,Natalie Stephens,natalie.stephens@gmail.com,126.09
357,Harold Mason,harold.mason@hotmail.com,934.49
358,Dennis Jones,dennis.jones@hotmail.com,30.05
359,Linda Leon,linda.leon@gmail.com,827.60
360,Tanya Cruz DVM,tanya.cruz@yahoo.com,436.05
361,Jack Brown,jack.brown@yahoo.com,194.60
362,Emily Curtis,emily.curtis@gmail.com,285.76
363,Devon Ray,devon.ray@gmail.com,25.74
364,Mr. John Huber,mr..john@hotmail.com,25.74
365,Mackenzie Walsh,mackenzie.walsh@hotmail.com,114.26
366,Michael Barron,michael.barron@yahoo.com,912.56
367,Angela Mccarthy,angela.mccarthy@gmail.com,503.13
368,Valerie Long,valerie.long@hotmail.com,141.39
369,Emily Mccarty,emily.mccarty@hotmail.com,485.02
370,Christian Smith,christian.smith@yahoo.com,267.96
371,Anthony Morales,anthony.morales@hotmail.com,472.59
372,Jonathan Gregory,jonathan.gregory@hotmail.com,296.46
373,Brianna Ayala,INSUFFICIENT_DATA,313.29
374,Jessica Graves,jessica.graves@yahoo.com,848.41
375,Sherry Anderson,sherry.anderson@gmail.com,263.55
376,Steven Clark,steven.clark@hotmail.com,737.93
377,Emily Schmidt,emily.schmidt@yahoo.com,92.66
378,Michael Lewis,michael.lewis@hotmail.com,819.35
379,Brian Foster,brian.foster@gmail.com,315.90
380,Jonathan Davila,jonathan.davila@hotmail.com,315.50
381,Karen Park,karen.park@hotmail.com,660.92
382,Aaron Cox,aaron.cox@hotmail.com,543.61
383,Kimberly Bates,kimberly.bates@hotmail.com,971.26
384,Tiffany Powers,tiffany.powers@yahoo.com,633.02
385,Joseph Craig,joseph.craig@hotmail.com,618.41
386,Douglas Johnson,douglas.johnson@gmail.com,290.70
387,Rose Cain,rose.cain@hotmail.com,608.13
388,Cory Patel,cory.patel@gmail.com,948.11
389,Devin Lee,devin.lee@yahoo.com,948.11
390,Richard Ellis,richard.ellis@hotmail.com,697.33
391,Carmen White,carmen.white@gmail.com,356.74
392,Jim Coleman,jim.coleman@hotmail.com,896.48
393,Maria Nguyen,maria.nguyen@hotmail.com,285.10
394,Jessica Woods,jessica.woods@yahoo.com,537.86
395,Laura Love,laura.love@gmail.com,957.00
396,Brooke Gomez,brooke.gomez@gmail.com,555.49
397,Michael Bryant,michael.bryant@gmail.com,772.53
398,Nathan Osborne,nathan.osborne@gmail.com,244.93
399,Michele Henson,michele.henson@gmail.com,321.34
400,Nicole Pierce,nicole.pierce@yahoo.com,153.77
401,Emily Cox,emily.cox@yahoo.com,309.22
402,Nicholas Carrillo,nicholas.carrillo@gmail.com,691.07
403,Kimberly Johnson,kimberly.johnson@gmail.com,224.67
404,Nancy Jacobs,nancy.jacobs@yahoo.com,972.76
405,Blake Davis,blake.davis@yahoo.com,410.92
406,Blake Davis,susan.washington@hotmail.com,715.14
407,John Johnson,john.johnson@gmail.com,363.39
408,Phillip Quinn,phillip.quinn@yahoo.com,661.38
409,Mario Burns,mario.burns@hotmail.com,306.87
410,Jerome Miller,mario.burns@hotmail.com,482.66
411,Tanya Miller,tanya.miller@gmail.com,736.65
412,Thomas Garcia,thomas.garcia@gmail.com,846.36
413,Carlos Christian,carlos.christian@yahoo.com,608.25
414,Brandon Stuart,brandon.stuart@yahoo.com,602.84
415,Carol Stone,carol.stone@gmail.com,347.00
416,Thomas George,thomas.george@gmail.com,287.60
417,Taylor Bradshaw,taylor.bradshaw@yahoo.com,13.07
418,Amanda Hernandez,amanda.hernandez@hotmail.com,368.12
419,John Garcia,john.garcia@yahoo.com,569.09
420,Bridget Young,bridget.young@gmail.com,345.59
421,Troy Ortiz,troy.ortiz@gmail.com,178.17
422,Sheila Gonzales,sheila.gonzales@yahoo.com,442.19
423,Phillip Deleon,phillip.deleon@gmail.com,438.35
424,Lauren Kane,lauren.kane@gmail.com,721.77
425,Lauren Kane,michelle.dennis@gmail.com,615.97
426,Mrs. Melody Peterson,mrs..melody@gmail.com,342.73
427,Emily Snyder,emily.snyder@yahoo.com,399.94
428,Lawrence Kelly,lawrence.kelly@gmail.com,399.94
429,Jennifer Taylor,jennifer.taylor@yahoo.com,612.17
430,Bryan Kidd,bryan.kidd@hotmail.com,694.42
431,Carolyn Parsons,carolyn.parsons@gmail.com,488.38
432,Raymond Shea,raymond.shea@yahoo.com,808.64
433,Dylan Brown,dylan.brown@yahoo.com,201.43
434,Jennifer Carter,jennifer.carter@gmail.com,360.34
435,Heather Graham,heather.graham@hotmail.com,345.75
436,Todd Ball,todd.ball@yahoo.com,834.27
437,Jeremy Martin,jeremy.martin@hotmail.com,779.92
438,Amanda Reese,amanda.reese@hotmail.com,81.97
439,Ricky Martinez,ricky.martinez@hotmail.com,721.68
440,Teresa Dunlap,teresa.dunlap@hotmail.com,82.61
441,Kelly Wright,kelly.wright@hotmail.com,928.12
442,Jennifer Brown,jennifer.brown@gmail.com,26.52
443,Mark Powell,mark.powell@gmail.com,464.64
444,Jessica Davila,jessica.davila@yahoo.com,214.86
445,James Evans,james.evans@yahoo.com,579.91
446,Mr. Jerry Franklin II,mr..jerry@hotmail.com,634.60
447,April Harris,april.harris@yahoo.com,53.80
448,Jacqueline Davis,jacqueline.davis@yahoo.com,217.64
449,Russell Webster,russell.webster@hotmail.com,313.90
450,Jordan Mckinney,russell.webster@hotmail.com,681.32
451,Andrea Campbell,andrea.campbell@yahoo.com,938.04
452,Heather Thompson,andrea.campbell@yahoo.com,337.78
453,Dr. Erin Walker DDS,dr..erin@hotmail.com,255.38
454,Mackenzie King,mackenzie.king@gmail.com,663.37
455,Anthony Cervantes,anthony.cervantes@yahoo.com,357.04
456,Gail Fernandez,gail.fernandez@yahoo.com,913.53
457,Tony Shaffer,tony.shaffer@gmail.com,204.08
458,Christopher Hill,christopher.hill@hotmail.com,618.36
459,Katie Hudson,katie.hudson@hotmail.com,618.36
460,Adriana Roberts,adriana.roberts@gmail.com,18.15
461,William Miranda,william.miranda@yahoo.com,911.07
462,Kimberly Garza,kimberly.garza@hotmail.com,437.41
463,Gregory Francis,gregory.francis@gmail.com,543.37
464,Angela Mckay,angela.mckay@gmail.com,722.85
465,Travis Mcguire,travis.mcguire@yahoo.com,246.27
466,Madison Sims,madison.sims@gmail.com,82.38
467,kimberlykane,kimberly.kane@gmail.com,125.55
468,Sandra Cruz,sandra.cruz@yahoo.com,955.54
469,Kevin Morton,kevin.morton@hotmail.com,961.44
470,Becky Vasquez,becky.vasquez@yahoo.com,866.05
471,Ashley Gray,ashley.gray@yahoo.com,112.17
472,Cathy Bryant,cathy.bryant@yahoo.com,879.47
473,Virginia Olson,virginia.olson@hotmail.com,73.99
474,Laurie Stewart,laurie.stewart@gmail.com,981.49
475,Vernon Jimenez,vernon.jimenez@hotmail.com,221.06
476,Donald Crawford,donald.crawford@gmail.com,986.92
477,Jessica Smith,jessica.smith@hotmail.com,854.54
478,Charles Johns,charles.johns@yahoo.com,287.84
479,Desiree Jimenez,desiree.jimenez@yahoo.com,653.26
480,Nathan Townsend,nathan.townsend@gmail.com,306.48
481,Jason Stephenson,jason.stephenson@yahoo.com,355.00
482,Daniel Conway,daniel.conway@yahoo.com,644.06
483,Sharon Brown,INSUFFICIENT_DATA,492.94
484,Alexis Cameron,alexis.cameron@yahoo.com,17.58
485,Paul Beard,paul.beard@gmail.com,990.30
486,Marisa Bradford,marisa.bradford@yahoo.com,429.09
487,Wendy Peterson,wendy.peterson@gmail.com,924.24
488,Shawn Davis,shawn.davis@hotmail.com,206.98
489,Mark Olsen,mark.olsen@yahoo.com,411.73
490,Philip Anderson,philip.anderson@hotmail.com,394.74
491,Kevin Carr,kevin.carr@gmail.com,489.80
492,Deanna Marshall,deanna.marshall@gmail.com,897.58
493,Christine Johnson,christine.johnson@hotmail.com,157.24
494,Shane Herrera,shane.herrera@yahoo.com,615.23
